ENSDARP00000136350.1	ENSDARP00000152373.1
ENSDARP00000063033.4	ENSDARP00000152669.1
ENSDARP00000045681.6	ENSDARP00000148323.1
ENSDARP00000059751.4	ENSDARP00000152147.1
ENSDARP00000094420.3	ENSDARP00000157352.1
ENSDARP00000101542.2	ENSDARP00000148079.1
ENSDARP00000123538.1	ENSDARP00000138508.1
ENSDARP00000126068.1	ENSDARP00000118097.1
ENSDARP00000055392.5	ENSDARP00000139801.2
ENSDARP00000103461.3	ENSDARP00000136229.2
ENSDARP00000073916.6	ENSDARP00000152525.1
ENSDARP00000140048.1	ENSDARP00000150397.1
ENSDARP00000121867.1	ENSDARP00000147240.1
ENSDARP00000123162.1	ENSDARP00000113256.2
ENSDARP00000113097.1	ENSDARP00000148072.1
ENSDARP00000122905.1	ENSDARP00000156354.1
ENSDARP00000072654.4	ENSDARP00000145044.1
ENSDARP00000018110.7	ENSDARP00000155431.1
ENSDARP00000020408.7	ENSDARP00000011298.8
ENSDARP00000037399.7	ENSDARP00000156992.1
ENSDARP00000092473.3	ENSDARP00000105455.1
ENSDARP00000117914.1	ENSDARP00000132490.1
ENSDARP00000088935.4	ENSDARP00000145953.1
ENSDARP00000113433.1	ENSDARP00000145202.1
ENSDARP00000039266.8	ENSDARP00000141022.2
ENSDARP00000067478.5	ENSDARP00000146793.1
ENSDARP00000122148.2	ENSDARP00000140304.1
ENSDARP00000096265.5	ENSDARP00000139057.2
ENSDARP00000132638.1	ENSDARP00000132920.1
ENSDARP00000144757.1	ENSDARP00000075586.4
ENSDARP00000090434.4	ENSDARP00000154835.1
ENSDARP00000129470.1	ENSDARP00000100306.3
ENSDARP00000072334.4	ENSDARP00000154061.1
ENSDARP00000063922.5	ENSDARP00000145339.1
ENSDARP00000094181.4	ENSDARP00000130255.1
ENSDARP00000038893.7	ENSDARP00000147832.1
ENSDARP00000008926.9	ENSDARP00000041292.8
ENSDARP00000134880.1	ENSDARP00000132078.2
ENSDARP00000119070.1	ENSDARP00000053407.6
ENSDARP00000074526.3	ENSDARP00000151189.1
ENSDARP00000138474.2	ENSDARP00000146524.1
ENSDARP00000076305.4	ENSDARP00000144761.1
ENSDARP00000124912.2	ENSDARP00000148257.1
ENSDARP00000114466.1	ENSDARP00000155682.1
ENSDARP00000156655.1	ENSDARP00000010419.7
ENSDARP00000119975.1	ENSDARP00000149524.1
ENSDARP00000145938.1	ENSDARP00000111597.2
ENSDARP00000143256.1	ENSDARP00000053920.5
ENSDARP00000047723.5	ENSDARP00000151624.1
ENSDARP00000091102.3	ENSDARP00000156896.1
ENSDARP00000023235.4	ENSDARP00000156860.1
ENSDARP00000091517.3	ENSDARP00000147337.1
ENSDARP00000114538.2	ENSDARP00000151439.1
ENSDARP00000141770.1	ENSDARP00000154280.1
ENSDARP00000026726.7	ENSDARP00000120760.1
ENSDARP00000135558.1	ENSDARP00000157169.1
ENSDARP00000054415.5	ENSDARP00000090845.4
ENSDARP00000153952.1	ENSDARP00000086788.5
ENSDARP00000124793.1	ENSDARP00000152689.1
ENSDARP00000043495.7	ENSDARP00000151025.1
ENSDARP00000058484.3	ENSDARP00000144929.1
ENSDARP00000115551.2	ENSDARP00000131529.2
ENSDARP00000083466.4	ENSDARP00000088455.5
ENSDARP00000115368.1	ENSDARP00000153625.1
ENSDARP00000088317.2	ENSDARP00000137706.1
ENSDARP00000128218.1	ENSDARP00000130100.1
ENSDARP00000082752.4	ENSDARP00000153945.1
ENSDARP00000133904.1	ENSDARP00000150716.1
ENSDARP00000032643.6	ENSDARP00000121287.1
ENSDARP00000148865.1	ENSDARP00000095650.5
ENSDARP00000153191.1	ENSDARP00000154383.1
ENSDARP00000010373.6	ENSDARP00000015290.7
ENSDARP00000064973.2	ENSDARP00000144140.2
ENSDARP00000144063.1	ENSDARP00000101250.3
ENSDARP00000058055.4	ENSDARP00000149374.1
ENSDARP00000139914.1	ENSDARP00000114347.1
ENSDARP00000074801.4	ENSDARP00000147408.1
ENSDARP00000112150.2	ENSDARP00000150858.1
ENSDARP00000020125.8	ENSDARP00000125704.1
ENSDARP00000121889.1	ENSDARP00000115593.2
ENSDARP00000114020.1	ENSDARP00000082275.5
ENSDARP00000122991.1	ENSDARP00000144729.1
ENSDARP00000064193.2	ENSDARP00000140363.1
ENSDARP00000120289.1	ENSDARP00000146812.1
ENSDARP00000133711.2	ENSDARP00000064280.5
ENSDARP00000121898.1	ENSDARP00000051104.6
ENSDARP00000096464.4	ENSDARP00000148911.1
ENSDARP00000053545.3	ENSDARP00000146095.1
ENSDARP00000053541.5	ENSDARP00000152860.1
ENSDARP00000116598.1	ENSDARP00000144257.1
ENSDARP00000051748.4	ENSDARP00000126143.1
ENSDARP00000048977.7	ENSDARP00000096167.1
ENSDARP00000030948.7	ENSDARP00000146507.1
ENSDARP00000113730.2	ENSDARP00000156372.1
ENSDARP00000113130.1	ENSDARP00000148066.1
ENSDARP00000133027.1	ENSDARP00000155631.1
ENSDARP00000042321.2	ENSDARP00000130443.1
ENSDARP00000116858.1	ENSDARP00000116637.1
ENSDARP00000100165.2	ENSDARP00000153995.1
ENSDARP00000121280.1	ENSDARP00000035727.4
ENSDARP00000010745.5	ENSDARP00000155920.1
ENSDARP00000019171.8	ENSDARP00000148144.1
ENSDARP00000125697.1	ENSDARP00000154645.1
ENSDARP00000129184.1	ENSDARP00000025528.6
ENSDARP00000024120.7	ENSDARP00000093465.3
ENSDARP00000060003.5	ENSDARP00000147150.1
ENSDARP00000018322.9	ENSDARP00000136550.2
ENSDARP00000142578.1	ENSDARP00000113584.1
ENSDARP00000109347.1	ENSDARP00000131822.1
ENSDARP00000094300.4	ENSDARP00000144989.1
ENSDARP00000073257.3	ENSDARP00000146411.1
ENSDARP00000131881.1	ENSDARP00000116522.2
ENSDARP00000118305.1	ENSDARP00000155401.1
ENSDARP00000115469.1	ENSDARP00000116841.1
ENSDARP00000057319.5	ENSDARP00000148087.1
ENSDARP00000153532.1	ENSDARP00000145523.1
ENSDARP00000120819.1	ENSDARP00000152292.1
ENSDARP00000132933.1	ENSDARP00000092080.4
ENSDARP00000048580.4	ENSDARP00000150877.1
ENSDARP00000037012.6	ENSDARP00000124812.1
ENSDARP00000105423.1	ENSDARP00000151716.1
ENSDARP00000085615.4	ENSDARP00000117601.1
ENSDARP00000027022.9	ENSDARP00000157106.1
ENSDARP00000074043.2	ENSDARP00000150755.1
ENSDARP00000095479.3	ENSDARP00000155307.1
ENSDARP00000122573.1	ENSDARP00000145828.1
ENSDARP00000095430.5	ENSDARP00000131350.2
ENSDARP00000123063.1	ENSDARP00000130106.2
ENSDARP00000156506.1	ENSDARP00000144795.1
ENSDARP00000069450.4	ENSDARP00000152471.1
ENSDARP00000068073.4	ENSDARP00000143410.2
ENSDARP00000074854.5	ENSDARP00000112243.3
ENSDARP00000121445.1	ENSDARP00000149450.1
ENSDARP00000046165.6	ENSDARP00000078699.6
ENSDARP00000106138.2	ENSDARP00000149464.1
ENSDARP00000118483.1	ENSDARP00000097788.4
ENSDARP00000080209.4	ENSDARP00000014204.7
ENSDARP00000052081.4	ENSDARP00000154812.1
ENSDARP00000025374.7	ENSDARP00000156914.1
ENSDARP00000153245.1	ENSDARP00000146473.1
ENSDARP00000041051.4	ENSDARP00000019910.8
ENSDARP00000071423.5	ENSDARP00000022208.6
ENSDARP00000049571.3	ENSDARP00000149955.1
ENSDARP00000125640.1	ENSDARP00000144826.1
ENSDARP00000135301.2	ENSDARP00000145069.1
ENSDARP00000122780.2	ENSDARP00000115883.1
ENSDARP00000052096.3	ENSDARP00000148047.1
ENSDARP00000137497.1	ENSDARP00000008091.9
ENSDARP00000089684.4	ENSDARP00000152736.1
ENSDARP00000023828.5	ENSDARP00000154660.1
ENSDARP00000119415.2	ENSDARP00000117151.1
ENSDARP00000068850.3	ENSDARP00000144600.1
ENSDARP00000052079.3	ENSDARP00000146622.1
ENSDARP00000110309.1	ENSDARP00000147684.1
ENSDARP00000110949.2	ENSDARP00000155649.1
ENSDARP00000113341.1	ENSDARP00000120833.2
ENSDARP00000005329.5	ENSDARP00000155938.1
ENSDARP00000047460.3	ENSDARP00000156935.1
ENSDARP00000027385.7	ENSDARP00000059917.4
ENSDARP00000073991.4	ENSDARP00000122706.1
ENSDARP00000050948.5	ENSDARP00000151451.1
ENSDARP00000121643.1	ENSDARP00000064213.4
ENSDARP00000072956.4	ENSDARP00000154854.1
ENSDARP00000090342.4	ENSDARP00000037177.5
ENSDARP00000130941.1	ENSDARP00000149068.1
ENSDARP00000126623.1	ENSDARP00000154443.1
ENSDARP00000109970.2	ENSDARP00000149167.1
ENSDARP00000042480.5	ENSDARP00000152130.1
ENSDARP00000091454.4	ENSDARP00000138485.1
ENSDARP00000052915.5	ENSDARP00000149900.1
ENSDARP00000121726.1	ENSDARP00000151064.1
ENSDARP00000025377.8	ENSDARP00000016879.5
ENSDARP00000122765.1	ENSDARP00000144054.2
ENSDARP00000098081.3	ENSDARP00000134377.1
ENSDARP00000154888.1	ENSDARP00000156095.1
ENSDARP00000026057.8	ENSDARP00000154472.1
ENSDARP00000035431.7	ENSDARP00000146340.1
ENSDARP00000117034.1	ENSDARP00000156902.1
ENSDARP00000076500.5	ENSDARP00000144637.2
ENSDARP00000132172.1	ENSDARP00000149032.1
ENSDARP00000081435.5	ENSDARP00000098293.4
ENSDARP00000044149.6	ENSDARP00000151203.1
ENSDARP00000121055.1	ENSDARP00000153598.1
ENSDARP00000126671.1	ENSDARP00000114685.1
ENSDARP00000117697.1	ENSDARP00000153972.1
ENSDARP00000090755.3	ENSDARP00000149609.1
ENSDARP00000009332.6	ENSDARP00000005171.8
ENSDARP00000011311.7	ENSDARP00000047901.6
ENSDARP00000032165.8	ENSDARP00000144389.1
ENSDARP00000052916.6	ENSDARP00000103035.3
ENSDARP00000010985.5	ENSDARP00000157015.1
ENSDARP00000016639.7	ENSDARP00000064418.3
ENSDARP00000071507.4	ENSDARP00000151437.1
ENSDARP00000058026.4	ENSDARP00000148687.1
ENSDARP00000120912.1	ENSDARP00000145878.1
ENSDARP00000136499.1	ENSDARP00000144931.1
ENSDARP00000100610.4	ENSDARP00000153485.1
ENSDARP00000075677.4	ENSDARP00000154104.1
ENSDARP00000130626.1	ENSDARP00000151907.1
ENSDARP00000095023.3	ENSDARP00000154880.1
ENSDARP00000003786.5	ENSDARP00000145660.1
ENSDARP00000123237.1	ENSDARP00000030282.5
ENSDARP00000116715.2	ENSDARP00000150873.1
ENSDARP00000113926.2	ENSDARP00000144088.2
ENSDARP00000075663.5	ENSDARP00000153707.1
ENSDARP00000024981.7	ENSDARP00000034171.6
ENSDARP00000071515.2	ENSDARP00000154313.1
ENSDARP00000141991.1	ENSDARP00000093342.4
ENSDARP00000103488.3	ENSDARP00000148272.1
ENSDARP00000056179.4	ENSDARP00000144297.2
ENSDARP00000105895.5	ENSDARP00000150937.1
ENSDARP00000073453.4	ENSDARP00000145226.1
ENSDARP00000011008.4	ENSDARP00000089462.4
ENSDARP00000099471.3	ENSDARP00000152849.1
ENSDARP00000032601.8	ENSDARP00000144000.2
ENSDARP00000143376.2	ENSDARP00000131554.2
ENSDARP00000136650.1	ENSDARP00000098751.3
ENSDARP00000100522.3	ENSDARP00000147642.1
ENSDARP00000000069.7	ENSDARP00000149136.1
ENSDARP00000126549.1	ENSDARP00000155117.1
ENSDARP00000138622.1	ENSDARP00000091898.3
ENSDARP00000122360.1	ENSDARP00000149648.1
ENSDARP00000077797.5	ENSDARP00000155868.1
ENSDARP00000138197.1	ENSDARP00000150782.1
ENSDARP00000079889.4	ENSDARP00000148637.1
ENSDARP00000055442.5	ENSDARP00000152604.1
ENSDARP00000062985.3	ENSDARP00000156666.1
ENSDARP00000039188.6	ENSDARP00000153817.1
ENSDARP00000063586.3	ENSDARP00000151773.1
ENSDARP00000138561.1	ENSDARP00000134754.2
ENSDARP00000103609.3	ENSDARP00000152765.1
ENSDARP00000104974.2	ENSDARP00000155263.1
ENSDARP00000070021.5	ENSDARP00000146842.1
ENSDARP00000126778.1	ENSDARP00000086231.4
ENSDARP00000054759.3	ENSDARP00000151246.1
ENSDARP00000099884.2	ENSDARP00000149665.1
ENSDARP00000047250.6	ENSDARP00000144007.2
ENSDARP00000127003.1	ENSDARP00000131909.1
ENSDARP00000120571.1	ENSDARP00000124414.1
ENSDARP00000155769.1	ENSDARP00000150955.1
ENSDARP00000076338.2	ENSDARP00000151858.1
ENSDARP00000018393.8	ENSDARP00000146743.1
ENSDARP00000030778.7	ENSDARP00000148255.1
ENSDARP00000080522.4	ENSDARP00000147930.1
ENSDARP00000110472.2	ENSDARP00000150068.1
ENSDARP00000037056.8	ENSDARP00000154081.1
ENSDARP00000116562.1	ENSDARP00000151298.1
ENSDARP00000017657.6	ENSDARP00000148366.1
ENSDARP00000072643.5	ENSDARP00000149556.1
ENSDARP00000053924.5	ENSDARP00000157425.1
ENSDARP00000072946.5	ENSDARP00000156648.1
ENSDARP00000070816.4	ENSDARP00000070829.5
ENSDARP00000039535.4	ENSDARP00000145189.1
ENSDARP00000113547.2	ENSDARP00000120267.1
ENSDARP00000105242.2	ENSDARP00000148509.1
ENSDARP00000069080.3	ENSDARP00000052306.4
ENSDARP00000011636.7	ENSDARP00000150005.1
ENSDARP00000073108.4	ENSDARP00000147250.1
ENSDARP00000068089.4	ENSDARP00000149843.1
ENSDARP00000064974.3	ENSDARP00000153616.1
ENSDARP00000074529.4	ENSDARP00000121140.2
ENSDARP00000104330.2	ENSDARP00000155176.1
ENSDARP00000073020.4	ENSDARP00000145211.1
ENSDARP00000072211.3	ENSDARP00000154507.1
ENSDARP00000002686.3	ENSDARP00000146956.1
ENSDARP00000126448.1	ENSDARP00000147756.1
ENSDARP00000094810.3	ENSDARP00000145206.1
ENSDARP00000066410.5	ENSDARP00000157193.1
ENSDARP00000011882.6	ENSDARP00000148420.1
ENSDARP00000011455.9	ENSDARP00000146511.1
ENSDARP00000108452.2	ENSDARP00000099138.2
ENSDARP00000102754.1	ENSDARP00000132120.1
ENSDARP00000111226.2	ENSDARP00000154325.1
ENSDARP00000137821.2	ENSDARP00000127176.1
ENSDARP00000117362.1	ENSDARP00000153728.1
ENSDARP00000053957.5	ENSDARP00000153447.1
ENSDARP00000016882.8	ENSDARP00000069041.3
ENSDARP00000131590.2	ENSDARP00000152563.1
ENSDARP00000095598.4	ENSDARP00000148834.1
ENSDARP00000147421.1	ENSDARP00000152357.1
ENSDARP00000036669.5	ENSDARP00000076042.3
ENSDARP00000082248.2	ENSDARP00000141480.1
ENSDARP00000107434.2	ENSDARP00000150960.1
ENSDARP00000013086.6	ENSDARP00000155031.1
ENSDARP00000075288.3	ENSDARP00000146915.1
ENSDARP00000109926.2	ENSDARP00000152763.1
ENSDARP00000124843.1	ENSDARP00000139840.2
ENSDARP00000018003.5	ENSDARP00000100443.3
ENSDARP00000122528.1	ENSDARP00000148017.1
ENSDARP00000091074.4	ENSDARP00000155374.1
ENSDARP00000114317.1	ENSDARP00000153529.1
ENSDARP00000082411.4	ENSDARP00000079940.4
ENSDARP00000009284.4	ENSDARP00000008922.5
ENSDARP00000015473.7	ENSDARP00000135367.1
ENSDARP00000092015.4	ENSDARP00000018463.4
ENSDARP00000108742.2	ENSDARP00000145635.1
ENSDARP00000123657.1	ENSDARP00000083940.6
ENSDARP00000136702.1	ENSDARP00000153355.1
ENSDARP00000065499.4	ENSDARP00000148569.1
ENSDARP00000132654.1	ENSDARP00000146556.1
ENSDARP00000139284.2	ENSDARP00000148067.1
ENSDARP00000098698.4	ENSDARP00000137422.1
ENSDARP00000088826.3	ENSDARP00000135116.2
ENSDARP00000099479.2	ENSDARP00000047715.6
ENSDARP00000076384.4	ENSDARP00000152406.1
ENSDARP00000084834.3	ENSDARP00000115087.1
ENSDARP00000143716.1	ENSDARP00000134353.2
ENSDARP00000131960.1	ENSDARP00000150508.1
ENSDARP00000036193.5	ENSDARP00000116138.1
ENSDARP00000154572.1	ENSDARP00000072835.3
ENSDARP00000074163.4	ENSDARP00000104198.3
ENSDARP00000137974.2	ENSDARP00000150074.1
ENSDARP00000052125.2	ENSDARP00000155586.1
ENSDARP00000014290.8	ENSDARP00000149544.1
ENSDARP00000047451.6	ENSDARP00000157349.1
ENSDARP00000022890.7	ENSDARP00000140598.2
ENSDARP00000107575.1	ENSDARP00000157264.1
ENSDARP00000098739.3	ENSDARP00000146835.1
ENSDARP00000107417.2	ENSDARP00000091255.4
ENSDARP00000123104.1	ENSDARP00000146337.1
ENSDARP00000129692.1	ENSDARP00000115441.1
ENSDARP00000043801.4	ENSDARP00000148701.1
ENSDARP00000129320.2	ENSDARP00000149917.1
ENSDARP00000061831.4	ENSDARP00000147656.1
ENSDARP00000127157.1	ENSDARP00000149422.1
ENSDARP00000080199.5	ENSDARP00000153027.1
ENSDARP00000050017.5	ENSDARP00000146629.1
ENSDARP00000067873.3	ENSDARP00000045181.7
ENSDARP00000086238.6	ENSDARP00000156396.1
ENSDARP00000114053.1	ENSDARP00000031042.6
ENSDARP00000054573.5	ENSDARP00000150079.1
ENSDARP00000120216.2	ENSDARP00000133770.2
ENSDARP00000066444.5	ENSDARP00000155952.1
ENSDARP00000132118.2	ENSDARP00000128878.1
ENSDARP00000139259.1	ENSDARP00000151322.1
ENSDARP00000120094.1	ENSDARP00000156350.1
ENSDARP00000124416.1	ENSDARP00000148320.1
ENSDARP00000035352.5	ENSDARP00000146942.1
ENSDARP00000118650.1	ENSDARP00000153287.1
ENSDARP00000025613.8	ENSDARP00000155136.1
ENSDARP00000136609.1	ENSDARP00000114464.2
ENSDARP00000099510.2	ENSDARP00000155748.1
ENSDARP00000104545.1	ENSDARP00000153797.1
ENSDARP00000092397.1	ENSDARP00000146402.1
ENSDARP00000086551.5	ENSDARP00000086547.8
ENSDARP00000049338.4	ENSDARP00000148211.1
ENSDARP00000118566.1	ENSDARP00000155199.1
ENSDARP00000106886.1	ENSDARP00000128000.1
ENSDARP00000099372.3	ENSDARP00000149311.1
ENSDARP00000071321.4	ENSDARP00000155072.1
ENSDARP00000071301.4	ENSDARP00000149241.1
ENSDARP00000020656.8	ENSDARP00000149172.1
ENSDARP00000014360.6	ENSDARP00000152753.1
ENSDARP00000067513.4	ENSDARP00000026087.6
ENSDARP00000120431.1	ENSDARP00000127824.1
ENSDARP00000042217.5	ENSDARP00000039257.5
ENSDARP00000123268.1	ENSDARP00000154174.1
ENSDARP00000136419.1	ENSDARP00000061785.5
ENSDARP00000101986.3	ENSDARP00000128740.1
ENSDARP00000090918.3	ENSDARP00000060156.3
ENSDARP00000094806.4	ENSDARP00000147162.1
ENSDARP00000051185.4	ENSDARP00000147799.1
ENSDARP00000106536.1	ENSDARP00000156673.1
ENSDARP00000098305.2	ENSDARP00000150278.1
ENSDARP00000085067.5	ENSDARP00000139080.1
ENSDARP00000090522.1	ENSDARP00000155714.1
ENSDARP00000060310.4	ENSDARP00000149363.1
ENSDARP00000010471.6	ENSDARP00000147735.1
ENSDARP00000088932.3	ENSDARP00000154162.1
ENSDARP00000086278.4	ENSDARP00000145517.1
ENSDARP00000127351.1	ENSDARP00000131347.1
ENSDARP00000111658.2	ENSDARP00000152456.1
ENSDARP00000031054.6	ENSDARP00000157662.1
ENSDARP00000127234.1	ENSDARP00000151626.1
ENSDARP00000144177.1	ENSDARP00000156163.1
ENSDARP00000102757.1	ENSDARP00000108690.1
ENSDARP00000073126.3	ENSDARP00000137024.2
ENSDARP00000109548.2	ENSDARP00000149803.1
ENSDARP00000061927.4	ENSDARP00000146424.1
ENSDARP00000005097.7	ENSDARP00000156432.1
ENSDARP00000140859.1	ENSDARP00000146403.1
ENSDARP00000080171.5	ENSDARP00000150561.1
ENSDARP00000075216.4	ENSDARP00000148808.1
ENSDARP00000122638.1	ENSDARP00000148575.1
ENSDARP00000070632.5	ENSDARP00000148023.1
ENSDARP00000150366.1	ENSDARP00000144203.1
ENSDARP00000043945.7	ENSDARP00000144012.1
ENSDARP00000071196.4	ENSDARP00000105579.2
ENSDARP00000029412.5	ENSDARP00000153188.1
ENSDARP00000082397.4	ENSDARP00000151818.1
ENSDARP00000127080.1	ENSDARP00000138163.2
ENSDARP00000132084.1	ENSDARP00000068144.2
ENSDARP00000073089.2	ENSDARP00000115765.1
ENSDARP00000113118.1	ENSDARP00000148939.1
ENSDARP00000051145.1	ENSDARP00000145328.1
ENSDARP00000074283.4	ENSDARP00000134966.2
ENSDARP00000005448.6	ENSDARP00000154433.1
ENSDARP00000114983.2	ENSDARP00000147635.1
ENSDARP00000113818.1	ENSDARP00000141477.2
ENSDARP00000023938.6	ENSDARP00000017897.7
ENSDARP00000128223.1	ENSDARP00000035207.6
ENSDARP00000002460.4	ENSDARP00000148901.1
ENSDARP00000073520.5	ENSDARP00000140580.2
ENSDARP00000117320.1	ENSDARP00000153639.1
ENSDARP00000025418.9	ENSDARP00000148294.1
ENSDARP00000147720.1	ENSDARP00000148447.1
ENSDARP00000116758.2	ENSDARP00000147149.1
ENSDARP00000132085.2	ENSDARP00000135288.1
ENSDARP00000008214.8	ENSDARP00000009633.8
ENSDARP00000121691.2	ENSDARP00000154419.1
ENSDARP00000157237.1	ENSDARP00000143563.2
ENSDARP00000086682.5	ENSDARP00000135784.2
ENSDARP00000071476.5	ENSDARP00000140056.2
ENSDARP00000091305.5	ENSDARP00000148002.1
ENSDARP00000129745.3	ENSDARP00000145214.1
ENSDARP00000134385.1	ENSDARP00000042385.5
ENSDARP00000091677.3	ENSDARP00000149037.1
ENSDARP00000128200.2	ENSDARP00000085057.3
ENSDARP00000056639.2	ENSDARP00000068644.2
ENSDARP00000103385.2	ENSDARP00000094516.4
ENSDARP00000097449.4	ENSDARP00000147207.1
ENSDARP00000128928.1	ENSDARP00000145159.1
ENSDARP00000054574.5	ENSDARP00000156946.1
ENSDARP00000114725.1	ENSDARP00000156518.1
ENSDARP00000115582.1	ENSDARP00000134105.1
ENSDARP00000112442.1	ENSDARP00000126209.2
ENSDARP00000021151.5	ENSDARP00000144756.1
ENSDARP00000117469.1	ENSDARP00000130027.2
ENSDARP00000003525.6	ENSDARP00000134744.1
ENSDARP00000017482.6	ENSDARP00000157258.1
ENSDARP00000139067.1	ENSDARP00000149689.1
ENSDARP00000121994.1	ENSDARP00000155385.1
ENSDARP00000117843.2	ENSDARP00000143448.2
ENSDARP00000078824.3	ENSDARP00000150352.1
ENSDARP00000053775.3	ENSDARP00000156345.1
ENSDARP00000019867.5	ENSDARP00000147514.1
ENSDARP00000091438.4	ENSDARP00000151213.1
ENSDARP00000134248.2	ENSDARP00000144657.1
ENSDARP00000017551.5	ENSDARP00000151426.1
ENSDARP00000097969.2	ENSDARP00000156290.1
ENSDARP00000010211.5	ENSDARP00000051526.3
ENSDARP00000122707.1	ENSDARP00000151133.1
ENSDARP00000111754.2	ENSDARP00000147630.1
ENSDARP00000091441.3	ENSDARP00000145867.1
ENSDARP00000127557.1	ENSDARP00000061946.6
ENSDARP00000060560.4	ENSDARP00000156278.1
ENSDARP00000130680.2	ENSDARP00000138959.2
ENSDARP00000140968.1	ENSDARP00000140802.1
ENSDARP00000011030.4	ENSDARP00000145735.1
ENSDARP00000064203.3	ENSDARP00000014821.6
ENSDARP00000139421.1	ENSDARP00000146297.1
ENSDARP00000029152.7	ENSDARP00000137121.2
ENSDARP00000097995.1	ENSDARP00000146776.1
ENSDARP00000139800.1	ENSDARP00000145398.1
ENSDARP00000012152.5	ENSDARP00000146785.1
ENSDARP00000041381.6	ENSDARP00000137346.2
ENSDARP00000121710.1	ENSDARP00000155846.1
ENSDARP00000005591.6	ENSDARP00000152867.1
ENSDARP00000038408.3	ENSDARP00000145998.1
ENSDARP00000051552.3	ENSDARP00000149772.1
ENSDARP00000138546.1	ENSDARP00000157341.1
ENSDARP00000097448.3	ENSDARP00000146508.1
ENSDARP00000113555.1	ENSDARP00000147885.1
ENSDARP00000104279.2	ENSDARP00000153496.1
ENSDARP00000019234.8	ENSDARP00000151257.1
ENSDARP00000010277.5	ENSDARP00000150618.1
ENSDARP00000007080.8	ENSDARP00000148270.1
ENSDARP00000064665.3	ENSDARP00000151274.1
ENSDARP00000140957.1	ENSDARP00000152403.1
ENSDARP00000072844.5	ENSDARP00000138689.2
ENSDARP00000071912.4	ENSDARP00000132458.1
ENSDARP00000074841.2	ENSDARP00000146845.1
ENSDARP00000060245.3	ENSDARP00000147356.1
ENSDARP00000014201.8	ENSDARP00000155882.1
ENSDARP00000129362.1	ENSDARP00000152758.1
ENSDARP00000065287.6	ENSDARP00000136437.1
ENSDARP00000060712.4	ENSDARP00000156222.1
ENSDARP00000027441.6	ENSDARP00000146215.1
ENSDARP00000124332.1	ENSDARP00000155455.1
ENSDARP00000110559.1	ENSDARP00000147983.1
ENSDARP00000130030.1	ENSDARP00000156733.1
ENSDARP00000044263.5	ENSDARP00000144031.2
ENSDARP00000062630.5	ENSDARP00000151986.1
ENSDARP00000127193.1	ENSDARP00000156400.1
ENSDARP00000050931.3	ENSDARP00000147584.1
ENSDARP00000098389.3	ENSDARP00000145433.1
ENSDARP00000115912.1	ENSDARP00000153088.1
ENSDARP00000116540.2	ENSDARP00000155026.1
ENSDARP00000112264.2	ENSDARP00000156110.1
ENSDARP00000023871.5	ENSDARP00000152092.1
ENSDARP00000130358.2	ENSDARP00000135662.1
ENSDARP00000058146.4	ENSDARP00000147342.1
ENSDARP00000091926.3	ENSDARP00000154220.1
ENSDARP00000131859.2	ENSDARP00000144308.2
ENSDARP00000095582.3	ENSDARP00000148542.1
ENSDARP00000048382.4	ENSDARP00000146751.1
ENSDARP00000106234.1	ENSDARP00000155180.1
ENSDARP00000054580.6	ENSDARP00000154002.1
ENSDARP00000139580.1	ENSDARP00000060416.4
ENSDARP00000105795.2	ENSDARP00000140872.2
ENSDARP00000115940.2	ENSDARP00000150361.1
ENSDARP00000129449.1	ENSDARP00000152020.1
ENSDARP00000123883.2	ENSDARP00000145575.1
ENSDARP00000075289.4	ENSDARP00000149866.1
ENSDARP00000070488.4	ENSDARP00000074186.5
ENSDARP00000138301.1	ENSDARP00000148635.1
ENSDARP00000123546.1	ENSDARP00000131667.2
ENSDARP00000092221.4	ENSDARP00000149229.1
ENSDARP00000140147.2	ENSDARP00000156413.1
ENSDARP00000086515.5	ENSDARP00000152031.1
ENSDARP00000115626.1	ENSDARP00000148344.1
ENSDARP00000156375.1	ENSDARP00000157093.1
ENSDARP00000099088.3	ENSDARP00000073095.4
ENSDARP00000025567.7	ENSDARP00000150425.1
ENSDARP00000124181.1	ENSDARP00000148008.1
ENSDARP00000153715.1	ENSDARP00000138167.1
ENSDARP00000155027.1	ENSDARP00000144733.1
ENSDARP00000124870.1	ENSDARP00000035630.4
ENSDARP00000021226.4	ENSDARP00000154395.1
ENSDARP00000114273.1	ENSDARP00000157623.1
ENSDARP00000075198.4	ENSDARP00000149899.1
ENSDARP00000118057.2	ENSDARP00000025366.10
ENSDARP00000072285.6	ENSDARP00000141822.2
ENSDARP00000034439.6	ENSDARP00000140326.2
ENSDARP00000089800.4	ENSDARP00000155686.1
ENSDARP00000103080.3	ENSDARP00000142305.2
ENSDARP00000085935.4	ENSDARP00000148292.1
ENSDARP00000060694.5	ENSDARP00000150844.1
ENSDARP00000092986.3	ENSDARP00000132776.2
ENSDARP00000063664.6	ENSDARP00000145848.1
ENSDARP00000096673.4	ENSDARP00000062405.5
ENSDARP00000037304.6	ENSDARP00000151178.1
ENSDARP00000117627.1	ENSDARP00000152320.1
ENSDARP00000113462.1	ENSDARP00000152498.1
ENSDARP00000012691.6	ENSDARP00000152152.1
ENSDARP00000064661.4	ENSDARP00000147387.1
ENSDARP00000126256.1	ENSDARP00000140985.2
ENSDARP00000081027.4	ENSDARP00000032826.7
